id,display_name,lane,instrument_family,strategy_family,version,parent_id,credibility_tier,status,role,rules_frozen,paper_forward_active,implementation_status,data_source,evidence_source,latest_evidence_path,latest_known_result_summary,allowed_next_action,forbidden_next_actions,promotion_requirements,demotion_or_kill_criteria,notes,strategy_id,family,instrument_lane,evidence_tier,current_status,allowed_next_actions,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,evidence_needed,duplicate_of,blocked_reason,risk_framework_status,paper_forward_allowed_by_risk_framework,promotion_blockers
portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,Portfolio SPY 200-Day 80% / Crypto TSMOM 10% / BIL 10%,compact_challenge,diversified ETF plus crypto portfolio,fixed_weight_portfolio,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache_and_crypto_exploratory_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Optional Tier 1 crypto satellite portfolio diagnostic; not candidate validation.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights,Tier 2 crypto review plus separate portfolio promotion review.,Crypto sleeve adds stop/drawdown risk or remains data/execution-limited.,Tier 1 exploratory only; not paper-forward ready and not a real-money recommendation.,portfolio_spy200d_80_crypto_tsmom_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,tier1_exploratory,exploratory_only,run_challenge_audit,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,Portfolio SPY 200-Day 70% / Crypto TSMOM 10% / IEF 10% / BIL 10%,compact_challenge,diversified ETF plus crypto portfolio,fixed_weight_portfolio,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,diversified_portfolio_diagnostic,True,False,implemented_exploratory,existing_adjusted_etf_cache_and_crypto_exploratory_cache,compact_challenge_diversified_portfolio,evidence/challenge_runs/latest/,Optional Tier 1 crypto satellite portfolio diagnostic; not candidate validation.,run_challenge_audit,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;tune_crypto_weight;tune_weights,Tier 2 crypto review plus separate portfolio promotion review.,Crypto sleeve adds stop/drawdown risk or remains data/execution-limited.,Tier 1 exploratory only; not paper-forward ready and not a real-money recommendation.,portfolio_spy200d_70_crypto_tsmom_10_ief_10_bil_10_v1,fixed_weight_portfolio,diversified ETF plus crypto portfolio,tier1_exploratory,exploratory_only,run_challenge_audit,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,diagnostic_only,False,tier1_exploratory;crypto_sleeve;not_paper_forward_allowed
family_broad_etf_spy200d_v1,Family Broad ETF SPY 200-Day Trend,compact_challenge,broad_etf_trend,independent_family_challenge,v1,SPY_200d_trend_model,tier3_candidate_validation,benchmark_candidate,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Independent family account for unmodified SPY_200d trend model; not a blended portfolio.,run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact family challenge evidence plus separate promotion review.,"Fails target-before-stop, stress survival, benchmark comparison, or drawdown/stop behavior.","Family row uses its own $3,000 account and does not alter frozen SPY_200d paper-forward rules.",family_broad_etf_spy200d_v1,independent_family_challenge,broad_etf_trend,tier3_candidate_validation,benchmark_candidate,run_challenge_audit,False,False,False,keep_frozen_control,"Conservative registry default from status=benchmark_candidate, tier=tier3_candidate_validation, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,control_or_benchmark,comparison/control preservation,,,watchlist,False,requires_separate_promotion;not_paper_forward_allowed_from_family_packet
family_broad_etf_spy_buy_hold_v1,Family Broad ETF SPY Buy Hold,compact_challenge,broad_etf_buy_hold,independent_family_challenge,v1,SPY_buy_hold,benchmark,benchmark_candidate,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Aggressive equity benchmark family with its own $3,000 account.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only; no real-money promotion.,Drawdown/stop behavior remains too large for practical use.,Family benchmark only; not allocation advice.,family_broad_etf_spy_buy_hold_v1,independent_family_challenge,broad_etf_buy_hold,benchmark,benchmark_candidate,run_challenge_audit,False,False,False,keep_frozen_control,"Conservative registry default from status=benchmark_candidate, tier=benchmark, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,control_or_benchmark,comparison/control preservation,,,benchmark_candidate,False,benchmark_only;requires_separate_promotion
family_cash_treasury_bil_v1,Family Cash Treasury BIL,compact_challenge,cash_treasury_proxy,independent_family_challenge,v1,BIL_cash_proxy,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Defensive benchmark family; expected to be too slow for +300/+400.,run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark only.,Not applicable; defensive benchmark.,"Separate $3,000 defensive family account; not a real-money recommendation.",family_cash_treasury_bil_v1,independent_family_challenge,cash_treasury_proxy,benchmark,benchmark,run_challenge_audit,False,False,False,keep_frozen_control,"Conservative registry default from status=benchmark, tier=benchmark, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,control_or_benchmark,comparison/control preservation,,,benchmark_only,False,benchmark_only;too_slow_for_target
family_bond_treasury_ief_v1,Family Bond Treasury IEF,compact_challenge,bond_treasury_etf,independent_family_challenge,v1,,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Bond/Treasury ETF benchmark family with its own $3,000 account if cache is available.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only.,Too slow for +300/+400 challenge.,Uses existing adjusted ETF cache only; no new loader.,family_bond_treasury_ief_v1,independent_family_challenge,bond_treasury_etf,benchmark,benchmark,run_challenge_audit,False,False,False,keep_frozen_control,"Conservative registry default from status=benchmark, tier=benchmark, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,control_or_benchmark,comparison/control preservation,,,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet
family_gold_gld_v1,Family Gold GLD,compact_challenge,gold_commodity_etf,independent_family_challenge,v1,,benchmark,benchmark,independent_family_diagnostic,True,False,benchmark_only,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,"Gold ETF benchmark family with its own $3,000 account if cache is available.",run_challenge_audit,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Benchmark comparison only.,Too slow or too volatile for the challenge metric.,Uses existing adjusted ETF cache only; no new loader.,family_gold_gld_v1,independent_family_challenge,gold_commodity_etf,benchmark,benchmark,run_challenge_audit,False,False,False,keep_frozen_control,"Conservative registry default from status=benchmark, tier=benchmark, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,control_or_benchmark,comparison/control preservation,,,benchmark_only,False,benchmark_only;not_paper_forward_allowed_from_family_packet
family_etf_sector_momentum_A_v1,Family ETF Sector Momentum A,compact_challenge,etf_sector_momentum,independent_family_challenge,v1,A_ETF_sector_momentum,tier2_credible_prototype,incomplete_evidence,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Family row requires exact daily stream; unavailable rows are not approximated.,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact daily family stream and all-possible challenge windows.,Exact stream cannot be produced without changing frozen rules.,Reported as family reference only when exact stream is unavailable.,family_etf_sector_momentum_A_v1,independent_family_challenge,etf_sector_momentum,tier2_credible_prototype,incomplete_evidence,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=incomplete_evidence, tier=tier2_credible_prototype, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden
family_etf_ab_no_cash_v1,Family ETF A/B No Cash Control,compact_challenge,etf_ab_strategy,independent_family_challenge,v1,current_no_cash_proxy_alpha_AB,tier3_candidate_validation,incomplete_evidence,independent_family_diagnostic,True,False,implemented,existing_adjusted_etf_cache,compact_challenge_independent_family,evidence/challenge_runs/latest/,Family row requires exact daily A/B stream; unavailable rows are not approximated.,audit_harden,treat_as_portfolio_allocation;promote_to_real_money;add_broker_integration;treat_as_validated_without_exhaustive,Exact daily family stream and all-possible challenge windows.,Exact stream cannot be produced without changing frozen rules.,Does not alter frozen current_no_cash_proxy_alpha_AB paper-forward control.,family_etf_ab_no_cash_v1,independent_family_challenge,etf_ab_strategy,tier3_candidate_validation,incomplete_evidence,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=incomplete_evidence, tier=tier3_candidate_validation, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,incomplete_evidence,False,exact_daily_stream_unavailable;requires_audit_harden
family_crypto_spot_time_series_momentum_v1,Family Crypto Spot Time Series Momentum,compact_challenge,crypto_spot_momentum,independent_family_challenge,v1,crypto_time_series_momentum,tier1_exploratory,exploratory_only,independent_family_diagnostic,True,False,implemented_exploratory,crypto_exploratory_cache_only,compact_challenge_independent_family,evidence/challenge_runs/latest/,Optional crypto family row; Tier 1 exploratory only.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures,Tier 2 crypto review and credible data/execution model.,Data quality or stop risk remains unacceptable.,Optional family comparison only; no crypto leverage/perps/futures.,family_crypto_spot_time_series_momentum_v1,independent_family_challenge,crypto_spot_momentum,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_crypto_spot_buy_hold_equal_weight_v1,Family Crypto Spot Buy Hold Equal Weight,compact_challenge,crypto_spot_buy_hold,independent_family_challenge,v1,crypto_buy_hold_equal_weight,tier1_exploratory,exploratory_only,independent_family_diagnostic,True,False,implemented_exploratory,crypto_exploratory_cache_only,compact_challenge_independent_family,evidence/challenge_runs/latest/,Optional crypto benchmark family row; Tier 1 exploratory only.,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated;crypto_leverage;perps;futures,Tier 2 crypto review and credible data/execution model.,Data quality or stop risk remains unacceptable.,Optional crypto benchmark family only; no real-money recommendation.,family_crypto_spot_buy_hold_equal_weight_v1,independent_family_challenge,crypto_spot_buy_hold,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=compact_challenge. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,diagnostic_only,False,tier1_exploratory;crypto_execution_model_missing;not_paper_forward_allowed
family_individual_stock_momentum_v1,Family Individual Stock Momentum,stock_memo,individual_stock_momentum,independent_family_blocked,v1,individual_stock_momentum_gate1a,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,gate1a_vendor_verification,docs/research_memos/gate1/individual_stock_momentum/vendor_verification/,Gate 1A continue_defer; no survivorship-free data/delisting treatment approved.,continue_vendor_review,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 2 approval after data/vendor feasibility.,Credible data remains unavailable or too costly.,Family is reported in challenge evidence but not run.,family_individual_stock_momentum_v1,independent_family_blocked,individual_stock_momentum,blocked,blocked,continue_vendor_review,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=stock_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified,blocked_by_gate,False,blocked_by_gate;survivorship_free_data_unverified;delisting_treatment_unverified
family_options_directional_v1,Family Options Directional,options_memo,options_directional,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, bid/ask, IV, Greeks, assignment/exercise, margin, or spread-fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Option execution/risk modeling remains unacceptable.,Family is reported but not run.,family_options_directional_v1,independent_family_blocked,options_directional,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=options_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;options_data_and_execution_model_missing,blocked_by_gate,False,blocked_by_gate;options_data_and_execution_model_missing
family_options_premium_v1,Family Options Premium,options_memo,options_premium,independent_family_blocked,v1,options_directional_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no option-chain, margin, assignment, tail-risk, or realistic fill model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Tail-risk and execution modeling remain unacceptable.,Family is reported but not run.,family_options_premium_v1,independent_family_blocked,options_premium,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=options_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;options_tail_risk_model_missing,blocked_by_gate,False,blocked_by_gate;options_tail_risk_model_missing
family_futures_trend_following_v1,Family Futures Trend Following,futures_memo,futures_trend_following,independent_family_blocked,v1,futures_trend_following_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no continuous contract, roll, margin, leverage, or gap model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,"Roll, margin, and gap risk remain unresolved.",Family is reported but not run.,family_futures_trend_following_v1,independent_family_blocked,futures_trend_following,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=futures_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;futures_roll_margin_gap_model_missing,blocked_by_gate,False,blocked_by_gate;futures_roll_margin_gap_model_missing
family_forex_momentum_carry_v1,Family Forex Momentum Carry,forex_memo,forex_momentum_carry,independent_family_blocked,v1,forex_momentum_carry_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no spread, financing, leverage, or broker execution model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Execution and financing modeling remain unresolved.,Family is reported but not run.,family_forex_momentum_carry_v1,independent_family_blocked,forex_momentum_carry,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=forex_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;forex_execution_financing_model_missing,blocked_by_gate,False,blocked_by_gate;forex_execution_financing_model_missing
family_intraday_orb_v1,Family Intraday ORB,intraday_memo,intraday_opening_range_breakout,independent_family_blocked,v1,intraday_orb_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; daily bars cannot model intraday fills, spreads, queue, or stop behavior.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Intraday execution realism remains unacceptable.,Family is reported but not run.,family_intraday_orb_v1,independent_family_blocked,intraday_opening_range_breakout,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=intraday_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;intraday_data_and_fill_model_missing,blocked_by_gate,False,blocked_by_gate;intraday_data_and_fill_model_missing
family_volatility_products_v1,Family Volatility Products,volatility_memo,volatility_products,independent_family_blocked,v1,volatility_products_gate0_needed,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,"Blocked; no product mechanics, decay, roll-yield, path-dependency, or event-risk model.",create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Product path-dependency and event risk remain unacceptable.,Family is reported but not run.,family_volatility_products_v1,independent_family_blocked,volatility_products,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=volatility_memo. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;volatility_product_mechanics_missing,blocked_by_gate,False,blocked_by_gate;volatility_product_mechanics_missing
family_event_news_momentum_v1,Family Event News Momentum,archive,event_news_momentum,independent_family_blocked,v1,,blocked,blocked,blocked_research_family,True,False,blocked_by_gate,none,family_lab_blocked_spec,family_lab/independent_family_specs.yaml,Blocked; no point-in-time event timestamps or reliable historical event data.,create_gate0_memo,implement_strategy;run_backtest;download_data;promote_to_real_money,Gate 0 and Gate 1 approval.,Point-in-time data remains unavailable.,Family is reported but not run.,family_event_news_momentum_v1,independent_family_blocked,event_news_momentum,blocked,blocked,create_gate0_memo,False,False,False,blocked,"Conservative registry default from status=blocked, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",blocked_by_gate,not_flagged,not_assessed_in_registry,resolve data/provider/terms/instrument gate before promotion,,blocked_by_gate;point_in_time_event_data_missing,blocked_by_gate,False,blocked_by_gate;point_in_time_event_data_missing
A_ETF_sector_momentum,A ETF Sector Momentum,etf_research,ETF,cross_sectional_momentum,v1,current_no_cash_proxy_alpha_AB,tier3_candidate_validation,promotion_review_passed,archived_comparator,True,False,implemented,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Historically useful component; not the current leading paper-forward row.,audit_harden,change_rules_in_place;tune_parameters;promote_to_real_money,New version id plus candidate evidence if changed.,Continued weak paper-forward comparison.,Can be studied as comparator; current paper-forward version remains frozen.,A_ETF_sector_momentum,cross_sectional_momentum,ETF,tier3_candidate_validation,promotion_review_passed,audit_harden,False,False,True,promotion_review_required,"Conservative registry default from status=promotion_review_passed, tier=tier3_candidate_validation, lane=etf_research. Run promotion review for evidence-backed decision.",none_identified_from_registry_status,not_flagged,not_assessed_in_registry,explicit promotion review before any next gate,,,,,
B_ETF_trend_following,B ETF Trend Following,etf_research,ETF,trend_following,v1,current_no_cash_proxy_alpha_AB,tier3_candidate_validation,too_slow,archived_comparator,True,False,implemented,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Useful A/B component but not leading against SPY_200d in exact challenge audit.,audit_harden,change_rules_in_place;tune_parameters;promote_to_real_money,New version id plus candidate evidence if changed.,Continued weak comparison to benchmark candidates.,Comparator only unless a new version is proposed.,B_ETF_trend_following,trend_following,ETF,tier3_candidate_validation,too_slow,audit_harden,False,False,False,mark_too_slow,"Conservative registry default from status=too_slow, tier=tier3_candidate_validation, lane=etf_research. Run promotion review for evidence-backed decision.",target_rate_too_slow,not_flagged,drawdown_control_not_enough,target-rate improvement required before promotion,,,,,
C_swing_trend_pullback,C Swing Trend Pullback,archive,ETF,swing_pullback,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,C_swing_trend_pullback,swing_pullback,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
D_mean_reversion,D Mean Reversion,archive,ETF,mean_reversion,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,D_mean_reversion,mean_reversion,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
E_breakout_vcb,E Breakout VCB,archive,ETF,breakout,v1,,blocked,rejected,rejected_satellite,True,False,archived,existing_adjusted_etf_cache,etf_research_evidence,evidence/latest/,Weak and killed by loss budgets in prior tournament evidence.,reject_or_archive,active_observation;paper_forward;tune_parameters;promote_to_real_money,New isolated version and fresh evidence required before reconsideration.,Already rejected.,Must not be active paper-forward.,E_breakout_vcb,breakout,ETF,blocked,rejected,reject_or_archive,False,False,False,reject,"Conservative registry default from status=rejected, tier=blocked, lane=archive. Run promotion review for evidence-backed decision.",rejected_by_existing_evidence,not_flagged,not_assessed_in_registry,new isolated version and fresh evidence required to reopen,,rejected,,,
crypto_time_series_momentum,Crypto Time-Series Momentum,crypto_exploratory,crypto_spot,time_series_momentum,v1,,tier1_exploratory,exploratory_only,exploratory_screen,True,False,implemented_exploratory,yfinance_crypto_spot_cache,crypto_tier1_exploratory,evidence/exploratory/crypto_spot_momentum/latest/,Tier 1 only; not validated and not paper-forward ready.,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money,Tier 2 credible prototype review; better data/execution model.,Data quality or stress-cost failure.,Exploratory only; no real-money conclusion.,crypto_time_series_momentum,time_series_momentum,crypto_spot,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,,,
crypto_dual_momentum_cash_filter,Crypto Dual Momentum Cash Filter,crypto_exploratory,crypto_spot,dual_momentum,v1,,tier1_exploratory,exploratory_only,exploratory_screen,True,False,implemented_exploratory,yfinance_crypto_spot_cache,crypto_tier1_exploratory,evidence/exploratory/crypto_spot_momentum/latest/,Tier 1 only; not validated and not paper-forward ready.,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money,Tier 2 credible prototype review; better data/execution model.,Data quality or stress-cost failure.,Exploratory only.,crypto_dual_momentum_cash_filter,dual_momentum,crypto_spot,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,,,
crypto_cross_sectional_momentum,Crypto Cross-Sectional Momentum,crypto_exploratory,crypto_spot,cross_sectional_momentum,v1,,tier1_exploratory,exploratory_only,exploratory_screen,True,False,implemented_exploratory,yfinance_crypto_spot_cache,crypto_tier1_exploratory,evidence/exploratory/crypto_spot_momentum/latest/,Tier 1 only; not validated and not paper-forward ready.,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money,Tier 2 credible prototype review; better data/execution model.,Data quality or stress-cost failure.,Exploratory only.,crypto_cross_sectional_momentum,cross_sectional_momentum,crypto_spot,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,,,
crypto_buy_hold_equal_weight,Crypto Buy-Hold Equal Weight,crypto_exploratory,crypto_spot,buy_and_hold,v1,,tier1_exploratory,exploratory_only,exploratory_benchmark,True,False,implemented_exploratory,yfinance_crypto_spot_cache,crypto_tier1_exploratory,evidence/exploratory/crypto_spot_momentum/latest/,Tier 1 benchmark only; high drawdown risk.,audit_harden,paper_forward;leverage;perps;futures;margin;shorting;promote_to_real_money,Tier 2 credible prototype review; better data/execution model.,Data quality or stress-cost failure.,Exploratory benchmark only.,crypto_buy_hold_equal_weight,buy_and_hold,crypto_spot,tier1_exploratory,exploratory_only,audit_harden,False,False,False,keep_watchlist,"Conservative registry default from status=exploratory_only, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",instrument_or_mechanics_gate,not_flagged,not_assessed_in_registry,watchlist or diagnostics evidence required before promotion,,,,,
crypto_simulated_leverage_1_5x,Crypto Simulated Leverage 1.5x,crypto_exploratory,crypto_spot,simulated_leverage_diagnostic,v1,crypto_buy_hold_equal_weight,tier1_exploratory,too_risky,diagnostic_only,True,False,implemented_exploratory,yfinance_crypto_spot_cache,compact_challenge_diagnostic,evidence/challenge_runs/latest/,Approximate leverage diagnostic only; not real margin or liquidation modeling.,no_action,paper_forward;leverage_live;perps;futures;margin;shorting;promote_to_real_money,Not eligible.,Already too risky.,Diagnostic only; not a strategy candidate.,crypto_simulated_leverage_1_5x,simulated_leverage_diagnostic,crypto_spot,tier1_exploratory,too_risky,no_action,False,False,False,mark_too_risky,"Conservative registry default from status=too_risky, tier=tier1_exploratory, lane=crypto_exploratory. Run promotion review for evidence-backed decision.",risk_budget_or_stop_risk,not_flagged,breach_or_high_risk_flagged,risk-control evidence required before promotion,,,,,
