strategy_id,family,instrument_lane,registry_lane,evidence_tier,current_status,implementation_status,paper_forward_active,real_money_recommendation,candidate_exhaustive_run,candidate_exhaustive_recommended,promotion_review_required,promotion_decision,promotion_reason,primary_failure_mode,duplication_risk,risk_budget_status,latest_evidence_path,metrics_source,target_300_evidence,target_400_evidence,drawdown_evidence,stop_hit_evidence,stress_evidence,missing_evidence,evidence_needed,blocked_reason,duplicate_of,recommended_next_action,candidate_exhaustive_allowed,paper_forward_allowed,allowed_next_actions,forbidden_next_actions
individual_stock_momentum_gate1a,individual_stock_momentum,equities,stock_memo,blocked,deferred,blocked_by_gate,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/latest/research_memos/gate1/individual_stock_momentum/vendor_verification/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,deferred,,resolve_blocker_before_review,False,False,continue_vendor_review,implement_loader;implement_strategy;run_backtest;approve_toy_demo;promote_to_real_money
options_directional_gate0_needed,directional_options,options,options_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
futures_trend_following_gate0_needed,trend_following,futures,futures_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
forex_momentum_carry_gate0_needed,momentum_carry,forex,forex_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
intraday_orb_gate0_needed,opening_range_breakout,intraday,intraday_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
volatility_products_gate0_needed,volatility,volatility_products,volatility_memo,tier0_research_map,memo_only,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,docs/research_direction/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,memo_only,,resolve_blocker_before_review,False,False,create_gate0_memo,implement_strategy;run_backtest;broker_integration;live_orders;promote_to_real_money
profit_GLD_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/profit_exploration/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
profit_IEF_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,too_slow,implemented_exploratory,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/profit_exploration/latest/,,,,,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_sma_length
profit_SPY_GLD_dual_momentum_v1,dual_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,high_upside_high_risk_watchlist,implemented_exploratory,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/profit_exploration/latest/,,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_SPY_GLD_IEF_dual_momentum_v1,dual_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_multi_asset_top2_momentum_v1,cross_asset_momentum,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_number_of_assets;tune_sma_length
profit_GLD_SPY_rotation_v1,relative_momentum_rotation,multi_asset_etf,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_lookback;tune_sma_length
profit_combo_SPY200d_GLD_50_50_v1,fixed_weight_combination,fixed ETF combination,profit_exploration,tier2_credible_prototype,active_paper_demo_observation,implemented_research_candidate,True,False,False,False,False,keep_active_observation,Active paper/demo observation row is protected; review can record status but must not mutate rules or activate anything new.,none,not_flagged,observe_only,evidence/paper_forward_observations/combo_SPY200d_GLD_50_50_v1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.2564102564102564,0.1794871794871795,-413.48330614811584,,1848.9750119601017,,scheduled paper/demo checkpoint only,,nan,observe_only,False,False,run_monthly_paper_forward_checkpoint,activate_without_observation_prompt;replace_spy200d_without_governance;promote_to_real_money;add_broker_integration;change_strategy_rules;tune_parameters;skip_checkpoints;fabricate_missing_data;place_live_orders;observe_as_paper_forward_without_observation_plan;replace_spy200d_without_explicit_decision;change_paper_forward_rules;tune_weights
profit_combo_SPY200d_GLD_BIL_60_30_10_v1,fixed_weight_combination,fixed ETF combination,profit_exploration,tier2_credible_prototype,watchlist,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_weights
profit_combo_SPY200d_crypto_tsmom_90_10_v1,fixed_weight_combination,fixed ETF crypto combination,profit_exploration,tier1_exploratory,exploratory_only,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;modify_paper_forward_rules;tune_crypto_weight
asset_class_tsmom_equal_weight_v1,asset_class_time_series_momentum,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
asset_class_tsmom_top1_v1,asset_class_time_series_momentum,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
asset_class_tsmom_top2_v1,asset_class_time_series_momentum,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,mark_historical_leader,"Historical leader or serious challenger should be preserved as comparison evidence, not mutated or deleted.",none,not_flagged,leader_preserved,evidence/profit_exploration/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.2564102564102564,0.1538461538461538,-454.97869395930184,,6.014357428612129,,preserve and compare in future reviews,,nan,research_sample_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
dual_momentum_SPY_GLD_IEF_v1,dual_momentum,ETF,profit_exploration,tier2_credible_prototype,duplicate_skipped,duplicate_skipped,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (duplicate_skipped); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,duplicate_skipped,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,incremental target-window and attribution evidence,,,duplicate_risk_review,False,False,audit_harden,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
GLD_200d_trend_model_v1,absolute_trend,ETF,profit_exploration,tier2_credible_prototype,exploratory_only,implemented_exploratory,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,run_profit_exploration,observe_as_paper_forward;promote_to_real_money;add_broker_integration;treat_as_validated_without_candidate_exhaustive;tune_parameters;change_paper_forward_rules
qqq_spy_gld_ief_dual_momentum_v1,dual_momentum,ETF,profit_exploration,tier2_credible_prototype,too_risky,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules
value_momentum_factor_etf_rotation_v1,factor_rotation,ETF,profit_exploration,tier2_credible_prototype,duplicate_or_near_duplicate,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (canonical_unique); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,canonical_unique,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,incremental target-window and attribution evidence,,,duplicate_risk_review,False,False,research_sample_review,run_backtest_before_implementation_prompt;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_factor_variants_without_review
low_vol_quality_defensive_rotation_v1,defensive_factor_rotation,ETF,strategy_candidate_queue,tier1_research_queue,research_queue,not_implemented,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
sector_top2_momentum_simple_v1,sector_momentum,sector_ETF,profit_exploration,tier2_credible_prototype,watchlist,implemented_research_sample,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,research_sample_review,run_backtest_before_implementation_prompt;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_sector_variants_without_review;add_xlc_or_xlre_without_review;modify_A_ETF_sector_momentum
managed_futures_proxy_etf_trend_v1,managed_futures_style_trend,ETF_or_fund_proxy,profit_exploration,tier2_credible_prototype,too_slow,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/profit_exploration/latest/,candidate_status_matrix.csv,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_history;fund_wrapper_proxy_only;too_slow;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;change_paper_forward_rules;add_futures_contract_logic;skip_methodology_gate;treat_as_direct_futures_strategy;add_CTA_FMF_WTMF_without_review
combo_plus_top2_50_50_v1,fixed_strategy_combination,fixed ETF combination,profit_exploration,tier2_credible_prototype,duplicate_or_near_duplicate,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (duplicate_or_near_duplicate); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,duplicate_or_near_duplicate,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,incremental target-window and attribution evidence,,,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d
combo_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
top2_plus_managed_futures_80_20_v1,fixed_strategy_combination,fixed ETF/fund-wrapper combination,profit_exploration,tier2_credible_prototype,short_history_watchlist,implemented_research_sample,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/combination_lab/batch1_diagnostics_completion/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,research_sample_only;short_horizon_too_slow;short_history;fund_wrapper_proxy_only;target_window_co_movement_available_no_incremental_hits;not_candidate_exhaustive;not_paper_forward_allowed,,resolve_blocker_before_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_weights;change_active_combo_rules;replace_spy200d;add_futures_contract_logic;treat_as_direct_futures_strategy
treasury_duration_trend_rotation_v1,bond_trend_rotation,Treasury_ETF,strategy_candidate_queue,tier1_research_queue,research_queue,not_implemented,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,data_availability_review,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
commodity_basket_etf_momentum_v1,commodity_momentum,commodity_ETF,strategy_candidate_queue,tier1_research_queue,fast_exploratory_screen_completed,not_implemented,False,False,False,False,False,keep_watchlist,"Evidence does not justify candidate_exhaustive queue, but the row may remain useful for comparison or later review.",watchlist_not_promotable,not_flagged,evidence_missing,evidence/commodity_exploratory/latest/,,,,,,,,stronger target/risk/duplicate diagnostics,,,research_sample_review,False,False,issuer_methodology_review,implement_without_data_quality;run_backtest_before_data_gate;download_data_without_approved_prompt;use_futures_contract_logic_without_review;run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;tune_parameters;skip_gates
commodity_basket_tsmom_top2_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/commodity_exploratory/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_exploratory/latest/commodity_exploratory_results.csv,0.4102564102564102,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_200d_filter_v1,commodity_wrapper_time_series_momentum,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,filter_ineffective_or_bug_review,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.4358974358974359,0.2564102564102564,-680.6702938411077,0.0256410256410256,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
commodity_basket_tsmom_top2_half_bil_v1,fixed_strategy_combination,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,too_slow_defensive_watchlist,implemented_research_sample,False,False,False,False,False,mark_too_slow,Row is defensive or slow relative to the +300/+400 challenge target.,target_rate_too_slow,not_flagged,controlled_but_too_slow,evidence/commodity_lab/risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.2307692307692307,0.1794871794871795,-307.73520447159217,,,,meaningful target-rate improvement without risk-budget breach,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review
combo_plus_commodity_basket_80_20_v1,fixed_strategy_combination,commodity_ETF,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (combo_SPY200d_GLD_50_50_v1 correlation 0.962); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,combo_SPY200d_GLD_50_50_v1 correlation 0.962,inside_90d_budget,evidence/commodity_lab/risk_control_batch1_diagnostics_completion/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/commodity_lab/risk_control_batch1/latest/risk_control_batch1_results.csv,0.3076923076923077,0.0512820512820512,-275.0245208314236,,,,incremental target-window and attribution evidence,,,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
crypto_spot_tsmom_tier2_review_v1,crypto_spot_trend,crypto_spot,strategy_candidate_queue,tier1_research_queue,data_gated,not_implemented,False,False,False,False,False,blocked,"Promotion is blocked by unresolved data, provider, terms, survivorship, instrument, or execution gate.",blocked_by_gate,not_flagged,evidence_missing,evidence/strategy_candidate_queue/latest/,,,,,,,,resolve blocker before any candidate_exhaustive queue decision,queue_only;crypto_tier2_required;execution_model_missing;not_implemented,,resolve_blocker_before_review,False,False,research_memo,run_backtest;observe_as_paper_forward;promote_to_real_money;add_broker_integration;tune_parameters;skip_gates
crypto_spot_tsmom_top1_cash_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.0769230769230769,-1265.1518080332617,0.0769230769230769,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
crypto_spot_equal_weight_200d_filter_v1,crypto_spot_trend,crypto_spot,profit_exploration,tier2_exploratory,high_upside_high_risk_watchlist,implemented_research_sample,False,False,False,False,False,mark_too_risky,"Risk budget, stop rate, leverage/mechanics, or high-upside/high-risk status prevents promotion.",risk_budget_or_policy_breach,not_flagged,breached_or_high_risk,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.1025641025641025,0.1025641025641025,-1041.1890628177516,0.0512820512820512,,,risk-control evidence with drawdown inside budget,,,research_sample_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
combo_plus_crypto_spot_tsmom_90_10_v1,fixed_strategy_combination,crypto_spot,profit_exploration,tier2_exploratory,research_sample_candidate,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (combo_SPY200d_GLD_50_50_v1 correlation 0.982); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,combo_SPY200d_GLD_50_50_v1 correlation 0.982,inside_90d_budget,evidence/crypto_lab/tier2_risk_control_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/crypto_lab/tier2_risk_control_batch1/latest/tier2_risk_control_batch1_results.csv,0.3076923076923077,0.1794871794871795,-368.679955877526,,,,incremental target-window and attribution evidence,,,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_perpetuals;use_margin;use_leverage;tune_parameters;add_crypto_assets_without_review;change_active_combo_rules;replace_spy200d
global_multi_asset_tsmom_top2_v1,global_multi_asset_etf_momentum,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,research_sample_candidate_risk_budget_breach,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (canonical_unique); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,canonical_unique,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.6410256410256411,0.3076923076923077,-574.1186612854481,,23.541216981101115,,incremental target-window and attribution evidence,,nan,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
global_multi_asset_tsmom_top2_defensive_50_v1,global_multi_asset_etf_momentum,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (canonical_unique); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,canonical_unique,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.2051282051282051,0.0256410256410256,-263.28652384046745,,143.1315719287095,,incremental target-window and attribution evidence,,nan,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
combo_plus_global_multi_asset_80_20_v1,fixed_strategy_combination,etf_fund_wrappers,profit_exploration,tier1_or_tier2_exploratory,watchlist,implemented_research_sample,False,False,False,False,False,mark_duplicate_or_near_duplicate,Duplicate or near-duplicate behavior is already flagged (combo_SPY200d_GLD_50_50_v1 correlation 0.960); do not promote without incremental target-window evidence.,duplicate_or_near_duplicate,combo_SPY200d_GLD_50_50_v1 correlation 0.960,inside_90d_budget,evidence/multi_asset_lab/fast_exploration_batch1/latest/,/Users/jcruzlopez/trading/trading_tournament/evidence/profit_exploration/latest/profit_rankings.csv,0.3076923076923077,0.2051282051282051,-420.76300101953575,,23.6293126653145,,incremental target-window and attribution evidence,,nan,duplicate_risk_review,False,False,research_sample_review,observe_as_paper_forward;promote_to_real_money;add_broker_integration;place_live_orders;use_futures_contract_logic;use_leverage;use_margin;use_shorting;tune_parameters;add_symbols_without_review;change_active_combo_rules;replace_spy200d
